close_time,target
2021-04-28 23:44:59.999,-1
2021-04-30 17:14:59.999,1
2021-05-02 07:14:59.999,-1
2021-05-03 03:59:59.999,1
2021-05-03 11:14:59.999,1
2021-05-03 17:29:59.999,-1
2021-05-04 03:59:59.999,-1
2021-05-04 16:59:59.999,-1
2021-05-05 18:29:59.999,1
2021-05-06 13:59:59.999,1
2021-05-06 22:29:59.999,-1
2021-05-07 16:29:59.999,1
2021-05-08 11:14:59.999,1
2021-05-09 15:44:59.999,-1
2021-05-10 19:44:59.999,1
2021-05-10 23:14:59.999,-1
2021-05-13 01:59:59.999,-1
2021-05-13 20:29:59.999,-1
2021-05-17 09:44:59.999,1
2021-05-19 16:14:59.999,-1
2021-05-19 20:14:59.999,1
2021-05-20 19:59:59.999,-1
2021-05-21 02:44:59.999,1
2021-05-21 17:59:59.999,-1
2021-05-24 14:59:59.999,1
2021-05-24 23:29:59.999,1
2021-05-26 09:59:59.999,1
2021-05-27 03:59:59.999,-1
2021-05-27 16:59:59.999,1
2021-05-28 12:44:59.999,-1
2021-05-28 15:59:59.999,1
2021-05-29 02:44:59.999,1
2021-05-29 08:59:59.999,1
2021-05-30 05:44:59.999,1
2021-05-31 09:59:59.999,1
2021-05-31 13:59:59.999,1
2021-06-01 04:59:59.999,-1
2021-06-01 11:59:59.999,-1
2021-06-01 17:14:59.999,1
2021-06-03 07:59:59.999,1
2021-06-04 03:59:59.999,-1
2021-06-04 15:59:59.999,1
2021-06-05 02:59:59.999,1
2021-06-05 13:29:59.999,-1
2021-06-06 00:59:59.999,-1
2021-06-06 18:14:59.999,1
2021-06-08 00:44:59.999,-1
2021-06-08 06:14:59.999,-1
2021-06-08 17:44:59.999,-1
2021-06-09 08:44:59.999,1
2021-06-09 18:59:59.999,1
2021-06-10 13:29:59.999,1
2021-06-12 05:14:59.999,-1
2021-06-12 13:59:59.999,1
2021-06-13 19:59:59.999,1
2021-06-13 23:59:59.999,1
2021-06-14 16:29:59.999,1
2021-06-15 21:44:59.999,1
2021-06-17 19:59:59.999,-1
2021-06-18 21:44:59.999,-1
2021-06-20 13:44:59.999,-1
2021-06-21 10:14:59.999,-1
2021-06-22 04:29:59.999,1
2021-06-22 17:59:59.999,1
2021-06-23 04:14:59.999,1
2021-06-26 10:29:59.999,-1
2021-06-28 01:44:59.999,1
2021-06-28 10:59:59.999,1
2021-06-29 03:14:59.999,1
2021-06-30 06:59:59.999,-1
2021-07-01 05:59:59.999,-1
2021-07-01 10:14:59.999,-1
2021-07-02 10:14:59.999,1
2021-07-03 11:14:59.999,1
2021-07-04 09:29:59.999,1
2021-07-05 01:14:59.999,1
2021-07-05 14:59:59.999,-1
2021-07-05 21:29:59.999,1
2021-07-06 07:59:59.999,1
2021-07-08 01:14:59.999,-1
2021-07-08 11:14:59.999,-1
2021-07-09 16:29:59.999,1
2021-07-10 01:29:59.999,1
2021-07-10 10:14:59.999,0
2021-07-10 13:29:59.999,0
2021-07-10 20:14:59.999,-1
2021-07-11 19:14:59.999,0
2021-07-12 01:14:59.999,1
2021-07-13 15:44:59.999,-1
2021-07-14 06:59:59.999,-1
2021-07-14 12:59:59.999,1
2021-07-14 16:59:59.999,1
2021-07-15 14:14:59.999,-1
2021-07-16 15:59:59.999,1
2021-07-17 12:29:59.999,1
2021-07-18 04:14:59.999,1
2021-07-18 18:29:59.999,-1
2021-07-19 01:14:59.999,0
2021-07-19 04:44:59.999,0
2021-07-19 16:29:59.999,-1
2021-07-19 21:59:59.999,0
2021-07-20 04:59:59.999,-1
2021-07-21 00:44:59.999,0
2021-07-21 08:14:59.999,1
2021-07-21 13:44:59.999,1
2021-07-22 13:29:59.999,-1
2021-07-23 05:29:59.999,1
2021-07-23 14:44:59.999,0
2021-07-24 02:29:59.999,1
2021-07-24 20:14:59.999,1
2021-07-26 03:14:59.999,1
2021-07-26 10:29:59.999,-1
2021-07-26 23:29:59.999,-1
2021-07-28 02:29:59.999,1
2021-07-30 12:29:59.999,-1
2021-07-30 23:14:59.999,1
2021-08-02 02:14:59.999,-1
2021-08-04 14:29:59.999,1
2021-08-05 17:59:59.999,1
2021-08-06 08:44:59.999,1
2021-08-06 18:59:59.999,1
2021-08-09 12:59:59.999,1
2021-08-12 07:44:59.999,-1
2021-08-13 02:59:59.999,1
2021-08-13 10:14:59.999,1
2021-08-13 23:59:59.999,1
2021-08-14 13:29:59.999,-1
2021-08-14 23:29:59.999,-1
2021-08-16 17:14:59.999,-1
2021-08-19 22:14:59.999,1
2021-08-20 17:14:59.999,1
2021-08-21 14:44:59.999,-1
2021-08-25 18:14:59.999,1
2021-08-26 06:59:59.999,-1
2021-08-27 17:44:59.999,1
2021-08-28 00:14:59.999,1
2021-08-29 04:44:59.999,1
2021-08-31 01:59:59.999,-1
2021-08-31 10:59:59.999,1
2021-09-01 20:29:59.999,1
2021-09-02 05:14:59.999,1
2021-09-03 04:29:59.999,-1
2021-09-03 12:44:59.999,1
2021-09-05 22:59:59.999,1
2021-09-07 11:59:59.999,-1
2021-09-07 17:44:59.999,-1
2021-09-12 11:29:59.999,1
2021-09-13 00:14:59.999,-1
2021-09-13 17:29:59.999,-1
2021-09-14 10:29:59.999,1
2021-09-14 16:29:59.999,1
2021-09-16 07:29:59.999,1
2021-09-17 21:44:59.999,-1
2021-09-19 14:59:59.999,-1
2021-09-20 06:14:59.999,-1
2021-09-20 11:14:59.999,-1
2021-09-21 02:44:59.999,-1
2021-09-23 20:59:59.999,1
2021-09-24 10:59:59.999,1
2021-09-26 11:29:59.999,-1
2021-09-27 04:29:59.999,1
2021-09-28 03:14:59.999,-1
2021-09-28 17:14:59.999,-1
2021-09-30 04:14:59.999,1
2021-10-01 11:14:59.999,1
2021-10-01 14:14:59.999,1
2021-10-03 03:14:59.999,-1
2021-10-03 21:44:59.999,1
2021-10-06 15:59:59.999,1
2021-10-08 10:59:59.999,1
2021-10-10 06:29:59.999,1
2021-10-10 23:59:59.999,-1
2021-10-11 04:29:59.999,1
2021-10-12 09:44:59.999,1
2021-10-12 23:44:59.999,-1
2021-10-13 18:14:59.999,1
2021-10-14 04:44:59.999,1
2021-10-14 22:29:59.999,1
2021-10-15 06:14:59.999,1
2021-10-15 19:29:59.999,1
2021-10-16 00:14:59.999,1
2021-10-16 16:29:59.999,-1
2021-10-17 23:14:59.999,-1
2021-10-18 17:14:59.999,1
2021-10-19 06:59:59.999,1
2021-10-20 15:59:59.999,1
2021-10-21 11:14:59.999,1
2021-10-22 17:14:59.999,-1
2021-10-23 14:59:59.999,1
2021-10-25 04:29:59.999,1
2021-10-25 11:14:59.999,1
2021-10-26 11:59:59.999,1
2021-10-27 01:29:59.999,-1
2021-10-27 08:14:59.999,1
2021-10-28 11:59:59.999,1
2021-10-28 22:29:59.999,-1
2021-10-29 04:44:59.999,1
2021-10-29 18:59:59.999,1
2021-10-31 02:44:59.999,1
2021-11-01 05:29:59.999,-1
2021-11-01 10:59:59.999,1
2021-11-02 13:14:59.999,1
2021-11-03 15:59:59.999,-1
2021-11-03 21:59:59.999,1
2021-11-05 05:29:59.999,1
2021-11-07 04:44:59.999,1
2021-11-08 03:44:59.999,1
2021-11-08 18:59:59.999,1
2021-11-09 02:29:59.999,1
2021-11-09 07:29:59.999,1
2021-11-10 17:29:59.999,1
2021-11-10 21:59:59.999,-1
2021-11-13 17:59:59.999,1
2021-11-15 02:59:59.999,1
2021-11-16 03:44:59.999,-1
2021-11-16 12:59:59.999,-1
2021-11-17 14:29:59.999,1
2021-11-19 11:59:59.999,1
2021-11-20 22:14:59.999,1
2021-11-22 17:29:59.999,1
2021-11-23 12:29:59.999,1
2021-11-26 11:29:59.999,-1
2021-11-28 22:44:59.999,1
2021-11-29 20:29:59.999,1
2021-11-30 19:29:59.999,-1
2021-12-01 15:29:59.999,1
2021-12-03 17:29:59.999,-1
2021-12-03 22:59:59.999,-1
2021-12-04 08:29:59.999,-1
2021-12-06 15:29:59.999,1
2021-12-07 00:44:59.999,1
2021-12-07 18:29:59.999,1
2021-12-08 14:29:59.999,-1
2021-12-08 18:14:59.999,1
2021-12-10 17:29:59.999,1
2021-12-12 14:14:59.999,1
2021-12-13 04:14:59.999,-1
2021-12-13 16:29:59.999,-1
2021-12-14 23:59:59.999,1
2021-12-15 21:59:59.999,1
2021-12-17 19:14:59.999,1
2021-12-19 05:44:59.999,1
2021-12-23 20:44:59.999,1
2021-12-27 21:59:59.999,-1
2021-12-28 07:59:59.999,-1
2021-12-28 19:44:59.999,-1
2021-12-29 15:59:59.999,-1
2021-12-30 02:44:59.999,-1
2021-12-31 11:44:59.999,1
2022-01-01 09:14:59.999,1
2022-01-01 19:29:59.999,1
2022-01-05 23:29:59.999,-1
2022-01-07 07:14:59.999,-1
2022-01-07 17:29:59.999,-1
2022-01-09 00:14:59.999,1
2022-01-09 22:59:59.999,1
2022-01-10 18:14:59.999,1
2022-01-11 19:44:59.999,1
2022-01-12 15:29:59.999,1
2022-01-13 18:59:59.999,-1
2022-01-14 18:29:59.999,1
2022-01-16 07:44:59.999,0
2022-01-18 02:14:59.999,1
2022-01-19 00:44:59.999,1
2022-01-19 07:29:59.999,-1
2022-01-19 14:44:59.999,1
2022-01-20 06:14:59.999,0
2022-01-20 09:29:59.999,0
2022-01-20 12:44:59.999,0
2022-01-20 17:29:59.999,1
2022-01-21 00:59:59.999,-1
2022-01-21 05:29:59.999,-1
2022-01-22 00:59:59.999,-1
2022-01-24 02:44:59.999,1
2022-01-24 12:44:59.999,-1
2022-01-24 19:14:59.999,1
2022-01-26 23:29:59.999,-1
2022-01-27 04:59:59.999,-1
2022-01-28 01:14:59.999,1
2022-01-28 23:29:59.999,1
2022-01-31 02:44:59.999,1
2022-01-31 17:14:59.999,1
2022-02-02 18:29:59.999,-1
2022-02-03 00:59:59.999,-1
2022-02-03 08:14:59.999,0
2022-02-04 00:59:59.999,1
2022-02-04 08:59:59.999,1
2022-02-04 17:59:59.999,1
2022-02-05 03:29:59.999,1
2022-02-05 13:44:59.999,0
2022-02-06 02:44:59.999,0
2022-02-06 05:59:59.999,0
2022-02-06 18:29:59.999,-1
2022-02-07 02:59:59.999,1
2022-02-07 18:29:59.999,1
2022-02-08 09:29:59.999,1
2022-02-08 23:29:59.999,1
2022-02-10 17:14:59.999,-1
2022-02-11 22:29:59.999,-1
2022-02-12 19:29:59.999,1
2022-02-13 01:14:59.999,-1
2022-02-15 01:44:59.999,1
2022-02-15 05:14:59.999,1
2022-02-16 22:29:59.999,1
2022-02-17 12:14:59.999,-1
2022-02-17 17:14:59.999,-1
2022-02-17 21:44:59.999,-1
2022-02-19 07:59:59.999,0
2022-02-20 02:14:59.999,0
2022-02-20 09:44:59.999,-1
2022-02-21 01:44:59.999,1
2022-02-21 14:14:59.999,-1
2022-02-23 11:59:59.999,1
2022-02-24 06:44:59.999,-1
2022-02-24 22:29:59.999,1
2022-02-27 17:14:59.999,-1
2022-02-27 23:14:59.999,-1
2022-02-28 17:59:59.999,1
2022-03-01 02:14:59.999,1
2022-03-01 14:29:59.999,1
2022-03-02 17:44:59.999,1
2022-03-03 18:29:59.999,-1
2022-03-04 22:14:59.999,-1
2022-03-06 02:44:59.999,0
2022-03-06 11:59:59.999,-1
2022-03-07 20:29:59.999,-1
2022-03-09 06:59:59.999,1
2022-03-10 05:29:59.999,-1
2022-03-10 08:14:59.999,-1
2022-03-10 17:29:59.999,-1
2022-03-11 15:14:59.999,1
2022-03-12 09:44:59.999,0
2022-03-12 12:59:59.999,0
2022-03-13 10:29:59.999,0
2022-03-14 02:14:59.999,-1
2022-03-15 01:59:59.999,1
2022-03-15 10:59:59.999,-1
2022-03-16 05:44:59.999,1
2022-03-18 19:29:59.999,1
2022-03-19 10:44:59.999,0
2022-03-19 13:59:59.999,0
2022-03-20 09:29:59.999,0
2022-03-22 05:59:59.999,1
2022-03-24 17:29:59.999,1
2022-03-25 03:44:59.999,0
2022-03-25 14:29:59.999,1
2022-03-26 10:14:59.999,0
2022-03-26 13:29:59.999,0
2022-03-26 16:44:59.999,0
2022-03-27 11:44:59.999,0
2022-03-28 00:29:59.999,1
2022-03-31 07:29:59.999,0
2022-03-31 10:44:59.999,0
2022-03-31 16:59:59.999,-1
2022-04-01 04:44:59.999,-1
2022-04-01 16:29:59.999,1
2022-04-02 04:29:59.999,1
2022-04-02 21:59:59.999,-1
2022-04-04 00:59:59.999,1
2022-04-04 22:29:59.999,1
2022-04-05 16:29:59.999,-1
2022-04-06 03:44:59.999,-1
2022-04-06 17:29:59.999,-1
2022-04-08 17:59:59.999,1
2022-04-09 12:29:59.999,0
2022-04-09 15:44:59.999,0
2022-04-09 18:59:59.999,0
2022-04-09 22:14:59.999,0
2022-04-10 08:59:59.999,0
2022-04-10 20:59:59.999,1
2022-04-11 01:44:59.999,-1
2022-04-11 12:59:59.999,-1
2022-04-13 17:14:59.999,1
2022-04-14 03:14:59.999,0
2022-04-14 06:29:59.999,0
2022-04-14 09:44:59.999,0
2022-04-14 17:29:59.999,-1
2022-04-15 18:29:59.999,1
2022-04-16 00:14:59.999,0
2022-04-16 03:29:59.999,0
2022-04-16 06:44:59.999,0
2022-04-16 09:59:59.999,0
2022-04-16 13:14:59.999,0
2022-04-16 18:59:59.999,-1
2022-04-17 05:14:59.999,0
2022-04-17 08:29:59.999,0
2022-04-17 11:44:59.999,0
2022-04-18 02:29:59.999,-1
2022-04-18 07:59:59.999,-1
2022-04-18 20:14:59.999,1
2022-04-19 09:29:59.999,0
2022-04-19 17:14:59.999,1
2022-04-20 14:14:59.999,1
2022-04-21 13:59:59.999,1
2022-04-21 19:14:59.999,-1
2022-04-21 23:29:59.999,-1
2022-04-22 17:29:59.999,-1
2022-04-23 03:14:59.999,0
2022-04-23 06:29:59.999,0
2022-04-23 09:44:59.999,0
2022-04-24 03:29:59.999,-1
2022-04-24 08:59:59.999,0
2022-04-24 12:14:59.999,0
2022-04-25 03:59:59.999,-1
2022-04-25 15:14:59.999,1
2022-04-25 22:14:59.999,1
2022-04-26 07:14:59.999,0
2022-04-26 10:29:59.999,0
2022-04-26 16:29:59.999,-1
2022-04-27 09:59:59.999,1
2022-04-28 16:44:59.999,-1
2022-04-29 12:14:59.999,-1
2022-04-30 09:59:59.999,0
2022-04-30 13:14:59.999,0
2022-04-30 21:59:59.999,0
2022-05-01 02:44:59.999,-1
2022-05-01 14:29:59.999,0
2022-05-01 19:14:59.999,1
2022-05-03 06:44:59.999,0
2022-05-03 09:59:59.999,0
2022-05-03 13:14:59.999,0
2022-05-04 09:44:59.999,1
2022-05-04 22:29:59.999,1
2022-05-05 04:29:59.999,0
2022-05-05 07:44:59.999,0
2022-05-05 11:59:59.999,0
2022-05-05 17:14:59.999,-1
2022-05-05 18:14:59.999,-1
2022-05-07 00:59:59.999,0
2022-05-07 04:14:59.999,0
2022-05-07 07:29:59.999,0
2022-05-07 10:59:59.999,0
2022-05-07 14:14:59.999,0
2022-05-07 17:29:59.999,0
2022-05-08 00:59:59.999,-1
2022-05-09 17:44:59.999,-1
2022-05-10 07:59:59.999,1
2022-05-11 05:59:59.999,1
2022-05-11 16:29:59.999,-1
2022-05-14 09:29:59.999,0
2022-05-14 19:59:59.999,1
2022-05-15 14:44:59.999,1
2022-05-15 22:29:59.999,1
2022-05-16 04:14:59.999,-1
2022-05-16 09:44:59.999,-1
2022-05-19 13:44:59.999,1
2022-05-20 17:59:59.999,-1
2022-05-22 01:14:59.999,0
2022-05-22 04:29:59.999,0
2022-05-22 07:44:59.999,0
2022-05-22 13:29:59.999,1
2022-05-23 22:44:59.999,-1
2022-05-24 05:29:59.999,0
2022-05-24 09:14:59.999,0
2022-05-24 12:29:59.999,0
2022-05-24 17:44:59.999,-1
2022-05-25 05:44:59.999,1
2022-05-26 04:44:59.999,0
2022-05-26 11:59:59.999,-1
2022-05-28 10:44:59.999,0
2022-05-28 13:59:59.999,0
2022-05-28 17:44:59.999,0
2022-05-28 20:59:59.999,0
2022-05-29 00:14:59.999,0
2022-05-29 03:29:59.999,0
2022-05-29 06:44:59.999,0
2022-05-29 10:29:59.999,0
2022-05-30 04:59:59.999,1
2022-05-30 23:59:59.999,1
2022-05-31 07:29:59.999,0
2022-05-31 10:59:59.999,0
2022-06-01 17:29:59.999,-1
2022-06-02 08:29:59.999,0
2022-06-03 05:29:59.999,0
2022-06-03 09:14:59.999,0
2022-06-03 13:59:59.999,-1
2022-06-04 02:44:59.999,0
2022-06-04 13:29:59.999,0
2022-06-04 18:14:59.999,1
2022-06-05 00:14:59.999,0
2022-06-05 03:29:59.999,0
2022-06-05 06:44:59.999,0
2022-06-05 09:59:59.999,0
2022-06-05 13:14:59.999,0
2022-06-05 18:14:59.999,1
2022-06-06 04:29:59.999,1
2022-06-07 03:59:59.999,-1
2022-06-07 11:14:59.999,0
2022-06-07 22:59:59.999,1
2022-06-08 07:14:59.999,-1
2022-06-08 16:59:59.999,1
2022-06-10 16:29:59.999,-1
2022-06-10 20:14:59.999,-1
2022-06-11 02:44:59.999,0
2022-06-11 06:59:59.999,0
2022-06-11 12:29:59.999,-1
2022-06-12 06:14:59.999,-1
2022-06-12 18:14:59.999,1
2022-06-13 02:14:59.999,-1
2022-06-13 07:29:59.999,1
2022-06-13 15:59:59.999,-1
2022-06-13 19:14:59.999,1
2022-06-14 04:14:59.999,-1
2022-06-18 10:44:59.999,-1
2022-06-19 00:44:59.999,1
2022-06-19 12:14:59.999,1
2022-06-20 11:44:59.999,1
2022-06-23 22:59:59.999,1
2022-06-25 03:44:59.999,0
2022-06-26 04:44:59.999,0
2022-06-26 07:59:59.999,0
2022-06-27 17:29:59.999,-1
2022-06-27 23:14:59.999,0
2022-06-28 02:29:59.999,0
2022-06-28 06:14:59.999,0
2022-06-28 17:44:59.999,-1
2022-06-29 03:29:59.999,0
2022-06-30 00:44:59.999,0
2022-06-30 10:14:59.999,-1
2022-07-01 03:44:59.999,1
2022-07-01 07:44:59.999,-1
2022-07-01 14:29:59.999,-1
2022-07-02 10:14:59.999,0
2022-07-02 21:59:59.999,0
2022-07-03 01:14:59.999,0
2022-07-03 04:29:59.999,0
2022-07-03 08:44:59.999,-1
2022-07-03 11:59:59.999,0
2022-07-03 15:14:59.999,0
2022-07-03 18:29:59.999,0
2022-07-04 07:44:59.999,0
2022-07-04 13:14:59.999,1
2022-07-05 01:29:59.999,1
2022-07-05 07:29:59.999,0
2022-07-05 10:59:59.999,-1
2022-07-05 22:29:59.999,1
2022-07-06 14:44:59.999,0
2022-07-06 17:59:59.999,0
2022-07-07 03:44:59.999,0
2022-07-07 08:59:59.999,0
2022-07-07 12:59:59.999,0
2022-07-07 17:29:59.999,1
2022-07-07 22:14:59.999,1
2022-07-08 05:14:59.999,1
2022-07-08 17:59:59.999,1
2022-07-09 10:14:59.999,0
2022-07-10 11:44:59.999,0
2022-07-11 10:44:59.999,0
2022-07-11 13:59:59.999,0
2022-07-11 17:29:59.999,0
2022-07-11 20:44:59.999,0
2022-07-12 00:14:59.999,-1
2022-07-12 15:29:59.999,0
2022-07-12 22:44:59.999,-1
2022-07-13 04:59:59.999,0
2022-07-13 11:29:59.999,1
2022-07-13 16:14:59.999,-1
2022-07-13 20:29:59.999,1
2022-07-14 02:59:59.999,1
2022-07-14 18:29:59.999,1
2022-07-15 16:44:59.999,0
2022-07-16 08:59:59.999,0
2022-07-16 12:14:59.999,0
2022-07-16 19:59:59.999,1
2022-07-18 08:59:59.999,1
2022-07-19 02:29:59.999,1
2022-07-19 18:14:59.999,1
2022-07-20 19:59:59.999,-1
2022-07-22 18:59:59.999,-1
2022-07-22 23:29:59.999,-1
2022-07-23 20:59:59.999,0
2022-07-25 02:29:59.999,-1
2022-07-25 11:44:59.999,0
2022-07-25 14:59:59.999,0
2022-07-25 18:14:59.999,0
2022-07-25 23:29:59.999,1
2022-07-26 03:44:59.999,-1
2022-07-26 09:14:59.999,0
2022-07-26 12:29:59.999,0
2022-07-26 19:44:59.999,0
2022-07-27 06:44:59.999,0
2022-07-27 12:14:59.999,0
2022-07-27 15:29:59.999,0
2022-07-27 21:59:59.999,1
2022-07-28 06:29:59.999,1
2022-07-28 18:29:59.999,1
2022-07-29 17:14:59.999,1
2022-07-30 09:14:59.999,0
2022-07-30 15:14:59.999,1
2022-07-30 23:29:59.999,-1
2022-07-31 07:29:59.999,0
2022-07-31 10:44:59.999,0
2022-07-31 13:59:59.999,0
2022-07-31 17:14:59.999,0
2022-07-31 21:59:59.999,1
2022-08-01 01:29:59.999,-1
2022-08-01 06:44:59.999,0
2022-08-02 10:29:59.999,0
2022-08-03 17:29:59.999,0
2022-08-03 20:44:59.999,0
2022-08-04 02:14:59.999,-1
2022-08-04 15:44:59.999,0
2022-08-05 05:29:59.999,1
2022-08-05 10:59:59.999,0
2022-08-06 06:29:59.999,0
2022-08-06 09:44:59.999,0
2022-08-06 12:59:59.999,0
2022-08-06 16:14:59.999,0
2022-08-06 19:29:59.999,0
2022-08-07 03:14:59.999,-1
2022-08-07 10:14:59.999,0
2022-08-07 13:29:59.999,0
2022-08-07 16:59:59.999,0
2022-08-07 20:14:59.999,0
2022-08-07 23:44:59.999,0
2022-08-08 02:59:59.999,0
2022-08-08 09:14:59.999,1
2022-08-09 06:29:59.999,0
2022-08-09 13:14:59.999,-1
2022-08-09 23:14:59.999,0
2022-08-10 03:59:59.999,-1
2022-08-10 11:14:59.999,0
2022-08-10 16:29:59.999,1
2022-08-11 00:14:59.999,1
2022-08-11 04:29:59.999,1
2022-08-12 09:29:59.999,0
2022-08-12 15:14:59.999,0
2022-08-13 15:44:59.999,0
2022-08-13 19:59:59.999,0
2022-08-13 23:14:59.999,0
2022-08-14 02:29:59.999,0
2022-08-14 05:59:59.999,0
2022-08-14 22:59:59.999,0
2022-08-15 05:14:59.999,1
2022-08-15 09:59:59.999,-1
2022-08-16 12:44:59.999,0
2022-08-17 03:59:59.999,0
2022-08-17 09:59:59.999,1
2022-08-18 04:59:59.999,0
2022-08-18 08:14:59.999,0
2022-08-18 11:44:59.999,0
2022-08-18 14:59:59.999,0
2022-08-18 20:44:59.999,0
2022-08-19 02:44:59.999,-1
2022-08-19 10:14:59.999,-1
2022-08-19 19:14:59.999,0
2022-08-20 10:14:59.999,0
2022-08-20 13:29:59.999,0
2022-08-20 16:44:59.999,0
2022-08-20 19:59:59.999,0
2022-08-21 06:29:59.999,0
2022-08-21 17:29:59.999,0
2022-08-22 20:59:59.999,-1
2022-08-23 10:29:59.999,1
2022-08-23 16:29:59.999,0
2022-08-23 19:44:59.999,0
2022-08-23 22:59:59.999,0
2022-08-24 08:14:59.999,0
2022-08-24 11:29:59.999,0
2022-08-24 14:59:59.999,0
2022-08-24 18:59:59.999,1
2022-08-25 04:59:59.999,0
2022-08-25 12:29:59.999,0
2022-08-25 15:44:59.999,0
2022-08-25 19:14:59.999,0
2022-08-25 22:29:59.999,0
2022-08-26 01:44:59.999,0
2022-08-26 04:59:59.999,0
2022-08-26 14:59:59.999,-1
2022-08-26 17:59:59.999,-1
2022-08-27 02:59:59.999,-1
2022-08-27 14:29:59.999,0
2022-08-27 18:29:59.999,-1
2022-08-27 21:44:59.999,0
2022-08-28 00:59:59.999,0
2022-08-28 04:14:59.999,0
2022-08-28 07:29:59.999,0
2022-08-28 10:44:59.999,0
2022-08-28 13:59:59.999,0
2022-08-28 17:14:59.999,0
2022-08-28 20:29:59.999,0
2022-08-29 02:44:59.999,-1
2022-08-29 08:59:59.999,0
2022-08-29 16:14:59.999,1
2022-08-29 21:59:59.999,0
2022-08-30 01:14:59.999,0
2022-08-30 07:14:59.999,1
2022-08-30 11:29:59.999,0
2022-08-30 17:44:59.999,-1
2022-08-31 05:29:59.999,1
2022-08-31 11:44:59.999,0
2022-08-31 15:29:59.999,0
2022-09-01 10:29:59.999,0
2022-09-01 13:44:59.999,0
2022-09-02 04:29:59.999,0
2022-09-02 07:44:59.999,0
2022-09-02 10:59:59.999,0
